N,Dato,name,website,address,Email 1,phone,city,type,Email 2,Email 3
1,Google,Flamingo Beach Realty,http://www.flamingobeachrealty.com/,"Provincia de Guanacaste, Playa Flamingo, Costa Rica",assistantfbrcr@gmail.com,8402 2795,Playa Flamingo,Property management,braeden@fbrcr.com,kali@fbrcr.com
1,Google,Bluezone Experience Flamingo,https://bluezoneexperiencecr.com/,"Centro Comercial Arenas, Segundo Piso, Oficina 13 Guanacaste Flamingo, Guanacaste Province, Playa Flamingo, 50308, Costa Rica",info@bluezoneexperience.cr,2654 4291,Playa Flamingo,Property management,,
1,Google,Dalton Group Real Estate,https://daltongrouprealestate.com/,"Fofi's Plaza Flamingo 100 meters South Banco Nacional Guanacaste Flamingo, Provincia de Guanacaste, Santa Cruz, 50803, Costa Rica",,8350 9546,Playa Flamingo,Property management,,
1,Google,C and C Realty | Costa Rica Real Estate Prestige Properties Specialists,https://potrerobeachrealty.com/,"C. Aguacate, Provincia de Guanacaste, Potrero, 50304, Costa Rica",info@potrerobeachrealty.com,6456 2416,Playa Flamingo,Property management,potrerobeachrealty@gmail.com,
1,Google,Hacienda Paraiso,https://www.specialplacesofcostarica.com/vacation-rental/hacienda-paraiso/,"Provincia de Guanacaste, Playa Flamingo, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Villa Bougainvillea 4,https://www.specialplacesofcostarica.com/properties/villa-bougainvillea-4/,"C6R4+7W9, Provincia de Guanacaste, Playa Flamingo, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Villa Flamingo 6,http://www.specialplacesofcostarica.com/detail.php?rental=NQ==,"C6J5+9C7, Flamingo Beach Road, Guanacaste Province, Playa Flamingo, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Vacation Rentals of Tamarindo,http://www.vacationrentalsoftamarindo.com/,"Next to Amberes Restaurant, Guanacaste Province, Flamingo, Costa Rica",,2653 5460,Playa Flamingo,Property management,,
1,Google,Live Love Costa Rica and Over Seas Realty,http://www.livelovecostarica.com/,"C6Q6+547, Provincia de Guanacaste, Playa Flamingo, Costa Rica",info@livelovecostarica.com,(941) 952 7851,Playa Flamingo,Property management,,
1,Google,Flamingo Cove 7,https://www.specialplacesofcostarica.com/properties/flamingo-cove-7/,"C6G6+F3V, Provincia de Guanacaste, Playa Flamingo, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Oceanica 817,https://www.specialplacesofcostarica.com/properties/oceanica-817/,"C6R5+369, Provincia de Guanacaste, Playa Flamingo, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Slice of Paradise CR Luxury Rentals,https://sliceofparadisecr.com/,"Flamingo Beach Road, Guanacaste Province, Playa Flamingo, 50308, Costa Rica",Info@sliceofparadisecr.com,8681 7156,Playa Flamingo,Property management,,
1,Google,Special Places of Costa Rica - Playa Flamingo,https://www.specialplacesofcostarica.com/,"In front of the entrance of Marina Resort Hotel Condominiums Sunset Heights Provincia de Guanacaste Flamingo Beach, Guanacaste Province, Playa Flamingo, 50308, Costa Rica",,2654 4493,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Villa Potrero,https://www.vrbo.com/3026303,"Calle Playa Norte y, C. Quetzal, Guanacaste Province, Potrero, Costa Rica",,(712) 330 4458,Playa Flamingo,Property management,,
1,Google,Blue Water Properties of Costa Rica,https://www.bwpcr.com/,"Plaza Mar Azul #1, Provincia de Guanacaste, Flamingo, 50308, Costa Rica",info@bwpcr.com,8996 2002,Playa Flamingo,Property management,,
1,Google,Villa La Sata,https://www.specialplacesofcostarica.com/properties/villa-la-sata/,"Flamingo Northridge, Provincia de Guanacaste, Flamingo, 50308, Costa Rica",,8762 4421,Playa Flamingo,Property management,contact@crvr.net,
1,Google,Costa Rica Christie’s,http://www.costaricachristies.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17898125829642684398,"Hotel Mariner Inn, 1st floor Next to Flamingo, Marina roundabout, Provincia de Guanacaste, Playa Flamingo, 50304, Costa Rica",info@crcire.com,2654 4004,Playa Flamingo,Property management,,
1,Google,Vie-La Vacation Rentals LLC Limitada,https://www.vie-la.com/,"Flamingo, Provincia de Guanacaste, Brasilito, 50309, Costa Rica",,8734 1907,Playa Flamingo,Property management,,
1,Google,Parador Resort & Spa Manuel Antonio,https://www.hotelparador.com/,"Manuel Antonio Norte, 9RWJ+WM8, Puntarenas Province, Quepos, Costa Rica",info@hotelparador.com,2777 1414,Manuel Antonio,Hotel,,
1,Google,Coco Beach,http://www.hotelcocobeach.com/,"100 m oeste de Playa Espadilla Puntarenas Quepos, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@hotelcocobeach.com,2777 0105,Manuel Antonio,Hotel,,
1,Google,Hotel San Bada,http://www.hotelsanbada.com/,"Next to, Parque Nacional Manuel Antonio, Provincia de Puntarenas, Entrance, Costa Rica",info@hotelsanbada.com,2777 5333,Manuel Antonio,Hotel,,
1,Google,Hotel Verde Mar,http://verdemar.com/,"9RVX+GCH, Puntarenas Province, Quepos, Costa Rica",,2777 1805,Manuel Antonio,Hotel,,
1,Google,Shana By The Beach,https://shanabythebeach.com/,"Ruta Punta Quepos Manuel Antonio, Provincia de Puntarenas, Quepos, 60601, Costa Rica",reservations@shanabythebeach.com,4070 7373,Manuel Antonio,Hotel,,
1,Google,El Faro Beach Hotel,http://www.elfaro.cr/,"50 metros antes de la entrada al Parque Manuel Antonio, 9VR3+XPJ, Provincia de Puntarenas, Quepos, 60601, Costa Rica",support@mycoderweb.com,2777 4025,Manuel Antonio,Hotel,info@elfaro.cr,
1,Google,Hotel Costa Verde,http://www.costaverde.com/,"9RXW+JP Road, Provincia de Puntarenas, Quepos, 60601, Costa Rica",reservations@costaverde.com,2777 0584,Manuel Antonio,Hotel,,
1,Google,Arenas Del Mar Beachfront & Rainforest Resort,https://www.arenasdelmar.com/,"Junction 4.6km Route 618 turn right onto, Rd to Arenas Del Mar, Puntarenas Province, Manuel Antonio, 60601, Costa Rica",info@arenasdelmar.com,(888) 385 9218,Manuel Antonio,Hotel,reservations@arenasdelmar.com,
1,Google,Hotel Naoz,http://www.hotelnaoz.com/,"Quepos Manuel Antonio, Centro de Manue Antonio, detras de la Iglesia y la P, Provincia de Puntarenas, Quepos, Costa Rica",recepcion@hotelnaoz.com,2777 6269,Manuel Antonio,Hotel,,
1,Google,Makanda by The Sea,https://makanda.com/,"west from Plaza Vista commercial center, 1 km, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,2777 0442,Manuel Antonio,Hotel,,
1,Google,Gaia Hotel and Nature Reserve - Manuel Antonio,https://www.gaiacollectionhotels.com/,"Manuel Antonio Km. 2.7,, Provincia de Puntarenas, Quepos, Costa Rica",reservations@gaiahotel.cr,2777 9797,Manuel Antonio,Hotel,,
1,Google,La Vela Boutique Hotel,https://www.lavelahotel.com/,"60601, Provincia de Puntarenas, Quepos, Costa Rica",,2777 0413,Manuel Antonio,Hotel,,
1,Google,Planeta Sano Eco Lodge Hotel,https://www.hotelplanetasano.com/,"Hotel California Rd, Puntarenas Province, Quepos, El Cerro, 60601, Costa Rica",booking@mendoz.com,8888 8655,Manuel Antonio,Hotel,hotel@planetasanocr.org,
1,Google,Karahe Hotel,http://www.karahe.com/,"Playa Manuel Antonio, Puntarenas Province, Quepos, 06350, Costa Rica",reservations@karahe.com,2777 0170,Manuel Antonio,Hotel,,
1,Google,Casa Quepos,https://n9.cl/ua8y,"60601 Quepos, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,8325 6540,Manuel Antonio,Hotel,,
1,Google,Wide Mouth Frog Quepos,http://www.widemouthfrog.net/,"Puntarenas Province, Quepos, Costa Rica",,2777 2798,Manuel Antonio,Hotel,,
1,Google,Hotel Mono Azul,http://www.hotelmonoazul.com/,"Road to Manuel Antonio, Provincia de Puntarenas, Quepos, El Cerro, Costa Rica",,6448 2903,Manuel Antonio,Hotel,,
1,Google,Apartamentos Morpho CR,http://wa.me/50670173188,"C. 5, Provincia de Puntarenas, Quepos, Costa Rica",,7017 3188,Manuel Antonio,Hotel,,
1,Google,Tulemar Resort,https://www.tulemarresort.com/,"Tulemar Gardens, Puntarenas Province, Quepos, 60601, Costa Rica",reservations@tulemarresort.com,(800) 518 0831,Manuel Antonio,Hotel,,
1,Google,Hotel Le Priss Inn,http://www.lepriss.com/,"Downtown Quepos, 100 metros al norte de la Iglesia Católica, Puntarenas Province, Quepos, 60601, Costa Rica",info@lepriss.com,2777 0719,Manuel Antonio,Hotel,,
1,Google,Alma Vida Hotel,http://www.almavidahotel.com/,"Frente al restaurante el Avión, Provincia de Puntarenas, Quepos, Costa Rica",reception@almavidahotel.com,4020 1110,Manuel Antonio,Hotel,,
1,Google,Oasis Adult Retreat,https://oasismanuelantonio.com/,"Valle Pura Vida, Provincia de Puntarenas, Manuel Antonio, 60601, Costa Rica",info@oasismanuelantonio.com,8732 4488,Manuel Antonio,Hotel,,
1,Google,Villa Roca Boutique Resort & Suites,http://www.villaroca.com/,"CR3W+9G8 4km carretera al parque Nacional, Provincia de Puntarenas, Quepos, Costa Rica",,2777 1349,Manuel Antonio,Hotel,,
1,Google,Jungle Vista Boutique Hotel,https://www.junglevistahotel.com/,"Jungle Vista Boutique, Hotel 500 Meters West of the Plaza Vista shopping center, Puntarenas Province, Quepos, Costa Rica",reservations@junglevistahotel.com,2777 0818,Manuel Antonio,Hotel,,
1,Google,"HOTEL VOS | Vista Ocean Suites Manuel Antonio, Costa Rica",http://www.hotelvos.com/,"Ruta Punto Quepos, Outside US 60601, Puntarenas Province, Other, 60601, Costa Rica",reservations@vistaoceansuites.com,8984 0634,Manuel Antonio,Hotel,reservations@hotelvos.com,
1,Google,Hotel Arboleda,http://www.hotel-arboleda.com/,"Puntarenas Province, Quepos, Costa Rica",,2777 1056,Manuel Antonio,Hotel,,
1,Google,Jungle Beach Hotel at Manuel Antonio,http://www.junglebeachhotel.com/,"Playa Espadilla Norte, Manuel Antonio, calle principal Puntarenas Quepos, Provincia de Puntarenas, Quepos, 60601, Costa Rica",reservations@junglebeachhotel.com,2777 0543,Manuel Antonio,Hotel,,
1,Google,Hotel Divisamar,https://www.divisamar.com/,"A 5.0 kms de Quepos centro, Carretera a Manuel Antonio, lado izquierdo Cantón de Quepos, Provincia de Puntarenas Al lado norte de Cafe Milagro Box 82. QUEPOS Zip, Provincia de Puntarenas, Quepos, 6350, Costa Rica",reservas@divisamar.com,2777 1096,Manuel Antonio,Hotel,,
1,Google,Igloo Beach Lodge | Manuel Antonio | Beachfront Hotel,https://igloobeachlodgecr.com/,"Espadilla Beach, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@igloobeachlodgecr.com,6270 4036,Manuel Antonio,Hotel,,
1,Google,"Los Altos Resort, an SLH Hotel",https://www.losaltosresort.com/,"Kilometer 4 on main road to Manuel Antonio National Park, Puntarenas Province, Manuel Antonio, Costa Rica",info@losaltoresort.com,(888) 803 1332,Manuel Antonio,Hotel,,
1,Google,Pacific Paradise Resort,https://www.pacificparadiseresort.com/,"Quepos 1.5 km carretera al aeropuerto ruta 235, Provincia de Puntarenas, Quepos, Las Palmas, 60601, Costa Rica",info@pacificparadiseresort.com,4070 1124,Manuel Antonio,Hotel,,
1,Google,Hotel La Colina,http://www.lacolina.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15886589173997208077,"Calle Principal Km 3, Provincia de Puntarenas, Quepos, Costa Rica",lacolina07@gmail.com,6101 6007,Manuel Antonio,Hotel,,
1,Google,Hotel Flor Blanca,https://www.florblanca.cr/,"Main road from Quepos to Manuel Antonio 50 meters from Manuel Antonio Supermarket 618 Puntarenas Quepos, Puntarenas Province, Quepos, 6350, Costa Rica",,2777 5050,Manuel Antonio,Hotel,,
1,Google,ECOTICA Boutique Hotel,https://ecotica.com/,"de, Ctra Principal Km 4, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@ecotica.com,2777 0411,Manuel Antonio,Hotel,reservations@ecotica.com,
1,Google,Casa Huéspedes Pura Vida,https://guestpuravidahotel.com/,"Barrio las brisas, Provincia de Puntarenas, Quepos, Colinas del Este, 60601, Costa Rica",book@guestpuravidahotel.com,6060 0872,Manuel Antonio,Hotel,,
1,Google,Apartamentos Tamar,https://www.booking.com/hotel/cr/apartamento-tamar.es.html,"Quepos avenida 11, calle 5 de la iglesia católica 400 norte, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,8609 1235,Manuel Antonio,Hotel,,
1,Google,La Mariposa Hotel,https://www.lamariposa.com/,"100 metros SE de Plaza Vista, Manuel Antonio, Quepos, Provincia de Puntarenas, Manuel Antonio, 60601, Costa Rica",info@lamariposa.com,(800) 572 6440,Manuel Antonio,Hotel,,
1,Google,Mango Moon Villa,https://www.mangomoonvilla.com/,"Manuel Antonio, 200 meters east of Plaza Vista, Puntarenas Province, Quepos, 60601, Costa Rica",reservations@mangomoonvilla.com,2777 5323,Manuel Antonio,Hotel,,
1,Google,Best Western Hotel & Casino Kamuk,https://www.bestwestern.com/es_ES/book/hotel-rooms.70607.html?aff=BMX&iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:70607,"Av. Central, Provincia de Puntarenas, Quepos, Costa Rica",,2777 0811,Manuel Antonio,Hotel,,
1,Google,Pura Natura Lodge,https://www.puranaturalodge.com/,"de, 200 mts oeste de la plaza de deportes, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,8969 6680,Manuel Antonio,Hotel,,
1,Google,Osa Property Management Quepos,https://osapropertymanagement.com/quepos-property-mangement/,"Commercial Center of Divisimar, Provincia de Puntarenas, Quepos, 60602, Costa Rica",info@osapropertymanagement.com,8670 2572,Manuel Antonio,Property management,,
1,Google,CR Vacation Properties,https://www.crvacationproperties.com/,"50 meters west of Mono Azul hotel puntarenas, Provincia de Puntarenas, Quepos, El Cerro, 60601, Costa Rica",info@crvacationproperties.com,7173 9192,Manuel Antonio,Property management,,
1,Google,Manuel Antonio Estates,http://manuelantonioestates.com/,"Puntarenas Province, Quepos Puerto Quepos Puntarenas CR, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,2777 3339,Manuel Antonio,Property management,,
1,Google,Costa Rica Luxury Real Estate,http://www.crlre.com/,"Above BCR Bank in, Provincia de Puntarenas, Manuel Antonio, 60601, Costa Rica",info@crlre.com,8887 0547,Manuel Antonio,Property management,,
1,Google,Exclusive Homes Costa Rica,https://exclusivehomescostarica.com/,"in to, Av. 5 Central, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@exclusivehomescostarica.com,8708 0368,Manuel Antonio,Property management,,
1,Google,Manuel Antonio Real Estate | 2Costa Rica Real Estate,https://www.2costaricarealestate.com/areas/manuel-antonio-real-estate,"Marina Pez Vela, Provincia de Puntarenas, Quepos, 60601, Costa Rica",yourname@youremail.com,2519 9415,Manuel Antonio,Property management,info@2costaricarealestate.com,
1,Google,Villa Grande,https://www.villagrandecr.com/,"CV62+XG7, Provincia de Puntarenas, Quepos, 60601, Costa Rica",alex@villascr.com,8876 0136,Manuel Antonio,Property management,,
1,Google,Costa Rica First Class Villas,http://www.costaricafirstclassvillas.com/,"Puntarenas Province, Quepos, 60601, Costa Rica",valentina@costaricafirstclassvillas.com,(913) 710 5688,Manuel Antonio,Property management,info@costaricafirstclassvillas.com,donielle@costaricafirstclassvillas.com
1,Google,Escape Villas - Villas Costa Rica,https://www.escapevillas.com/,"300 sur sobre, Carretera Principal, Provincia de Puntarenas, Manuel Antonio, 6350, Costa Rica",info@villascostarica.com,8932 4731,Manuel Antonio,Property management,,
1,Google,Villa Tanager,https://manuelantonioestates.com/,"003, El Salto Calle 3, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,2777 3339,Manuel Antonio,Property management,,
1,Google,Villa Mot Mot,https://manuelantonioestates.com/accomodation/mot-mot-villa-4-br/,"El Salto 002, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,2777 3339,Manuel Antonio,Property management,,
1,Google,Villa La Isla - Luxury Villa,https://www.villapuntodevista.com/the-villas/villa-la-isla/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=la-isla,"Rd to Arenas Del Mar, Puntarenas Province, Quepos, Costa Rica",info@villapuntodevista.com,(888) 890 8687,Manuel Antonio,Property management,,
1,Google,My Vacation Costa Rica,http://www.myvacationcostarica.com/,"CR6V+2RP, Ruta Nacional Treciaria 618, Provincia de Puntarenas, Quepos, Costa Rica",reservations@myvacationcostarica.com,(509) 785 7108,Manuel Antonio,Property management,,
1,Google,Vacation Villas,http://www.villascr.com/,"Frente a Restaurante Agua Azul Provincia de Puntarenas Manuel Antonio, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@villascr.com,8897 0263,Manuel Antonio,Property management,,
1,Google,Costa Pacifico Realty,https://www.facebook.com/costapacificocr,"Manuel Antonio, Provincia de Puntarenas, Quepos, 60601, Costa Rica",costapacificocr@gmail.com,7275 3363,Manuel Antonio,Property management,,
1,Google,Biesanz Beach House (Beachhouse with Great Ocean View),http://www.airbnb.com/h/beachhouse-with-great-ocean-vew,"Calle Mariposa 100, Provincia de Puntarenas, Quepos, 60601, Costa Rica",,8824 8698,Manuel Antonio,Property management,,
1,Google,Century 21 Manuel Antonio,https://www.c21tropicalbreeze.com/,"Puntarenas Province, Quepos, Costa Rica",,6002 0256,Manuel Antonio,Property management,,
1,Google,"TROPICAL SANDS – MANUEL ANTONIO, PUNTARENAS",http://www.hiddenbayrealty.cr/,"Quepos downtown, Provincia de Puntarenas, Quepos, 60601, Costa Rica",info@hiddenbayrealty.cr,8732 8506,Manuel Antonio,Property management,,
1,Google,Chaman Villas 6A &B-Playa Colonial SA,https://sunsetspm.com/chaman-villas-number-6/,"Chaman Villas 6, Provincia de Puntarenas, Quepos, El Cerro, 6350, Costa Rica",info@sunsetspm.com,6077 8084,Manuel Antonio,Property management,eddiebus@hotmail.com,
1,Google,Vida Realty,http://www.vidarealtycr.com/,"Plaza Vista, Provincia de Puntarenas, Quepos, Costa Rica",cory@vidarealtycr.com,8830 7477,Manuel Antonio,Property management,,
1,Google,Hotel Belmar | Luxury Hotel in Monteverde Costa Rica,http://www.hotelbelmar.net/,"300 meters east of the gas station, Provincia de Puntarenas, Monteverde, Costa Rica",info@hotelbelmar.net,2645 5201,Monteverde,Hotel,,
1,Google,Hotel Poco a Poco,http://www.hotelpocoapoco.com/,"858G+4P8, Puntarenas Province, Monteverde, Costa Rica",info@hotelpocoapoco.com,2645 6000,Monteverde,Hotel,,
1,Google,Koora Hotel,https://www.koorahotel.com/,"350 mts noreste del Banco de Costa Rica de Santa Elena Puntarenas Monteverde, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",reservations@koorahotel.com,4000 3385,Monteverde,Hotel,data.privacy@everty.com,
1,Google,Bella Vista Lodge Monteverde | Hotel | Info Center,http://www.bellavistalodgemonteverde.com/,"50 mtrs ESTE de la Gasolinera en Cerro Plano, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",josearguedas.ch@gmail.com,2645 9980,Monteverde,Hotel,,
1,Google,Mari's Bed And Breakfast,https://www.marisbedandbreakfastcr.com/,"Puntarenas Province, Monteverde, Costa Rica",,8711 0116,Monteverde,Hotel,,
1,Google,Selina Monteverde,http://www.selina.com/costa-rica/monteverde,"Carr. a Reserva de Monteverde, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",,7146 7986,Monteverde,Hotel,,
1,Google,Hotel Senda Monteverde,https://www.sendamonteverde.com/,"250m norte del BCR en Cerro Plano, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",dana.cohen.pr@gmail.com,(866) 380 4032,Monteverde,Hotel,reservations@sendamonteverde.com,
1,Google,Hotel Casa Madonna,https://hotelcasamadonna.gohotel.com.es/,"858F+9RX, Puntarenas Province, Monteverde, Costa Rica",,2645 6101,Monteverde,Hotel,,
1,Google,Pension Santa Elena - Monteverde Hostel,http://www.pensionsantaelena.com/,"Pension Santa Elena, Contiguo de Banco Nacional, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",,4000 2981,Monteverde,Hotel,,
1,Google,Hotel Quetzal Inn,https://www.hotelquetzalinn.com/es/,"60109, Provincia de Puntarenas, Monteverde, 60109, Costa Rica",elquetzalinn@gmail.com,6337 1083,Monteverde,Hotel,,
1,Google,Camino Verde Bed & Breakfast Monteverde,http://www.hotelcaminoverde.com/,"Next to Pulperia Las Orquídeas, Santa Elena, Monteverde, Puntarenas Province, Monteverde, 60109, Costa Rica",info@hotelcaminoverde.com,2645 6849,Monteverde,Hotel,,
1,Google,Hotel Almore,https://almoremonteverde.com/es/,"8547+WW, Provincia de Puntarenas, Monteverde, Costa Rica",reservas@almoremonteverde.com,8358 7038,Monteverde,Hotel,,
1,Google,El Establo Mountain Hotel,http://www.elestablo.com/,"Puntarenas Province, Monteverde, Costa Rica",info@elestablo.com,2645 5110,Monteverde,Hotel,,
